departement,email,name,party,picture,twitter,featured,supporter
41,marc.fesneau@assemblee-nationale.fr,Marc Fesneau,Député MODEM,images/thumbs/marc-fesneau.jpg,@MFesneau,False,False
66,sebastien.cazenove@assemblee-nationale.fr,Sébastien Cazenove,Député LREM,images/thumbs/sebastien-cazenove.jpg,@SCazenove,True,False
26,emmanuelle.anthoine@assemblee-nationale.fr,Emmanuelle Anthoine,Députée LR,images/thumbs/emmanuelle-anthoine.jpg,@eanthoine26,True,False
77,jean-louis.thieriot@assemblee-nationale.fr,Jean-Louis Thiériot,Député LR,images/thumbs/.jpg,@JLTHIERIOT,False,False
972,josette.manin@assemblee-nationale.fr,Josette Manin,Députée NG,images/thumbs/josette-manin.jpg,,False,False
28,laure.delaraudiere@assemblee-nationale.fr,Laure de La Raudière,Députée UAI,images/thumbs/laure-de-la-raudiere.jpg,@lauredlr,False,False
25,annie.genevard@assemblee-nationale.fr,Annie Genevard,Députée LR,images/thumbs/annie-genevard.jpg,@AnnieGenevard,False,False
89,guillaume.larrive@assemblee-nationale.fr,Guillaume Larrivé,Député LR,images/thumbs/guillaume-larrive.jpg,@GLarrive,True,False
58,perrine.goulet@assemblee-nationale.fr,Perrine Goulet,Députée LREM,images/thumbs/perrine-goulet.jpg,@perrinegoulet,False,False
29,didier.legac@assemblee-nationale.fr,Didier Le Gac,Député LREM,images/thumbs/didier-le-gac.jpg,@didierlegac,False,False
976,mansour@mkamardine.fr,Mansour Kamardine,Député LR,images/thumbs/mansour-kamardine.jpg,,False,False
25,denis.sommer@assemblee-nationale.fr,Denis Sommer,Député LREM,images/thumbs/denis-sommer.jpg,@DenisSommer,False,False
23,jean-baptiste.moreau@assemblee-nationale.fr,Jean-Baptiste Moreau,Député LREM,images/thumbs/jean-baptiste-moreau.jpg,@moreaujb23,True,False
72,stephane.lefoll@assemblee-nationale.fr,Stéphane Le Foll,Député NG,images/thumbs/stephane-le-foll.jpg,@SLeFoll,False,False
56,jean-michel.jacques@assemblee-nationale.fr,Jean-Michel Jacques,Député LREM,images/thumbs/jean-michel-jacques.jpg,@J_M_Jacques,True,False
80,contact@picardiedebout.fr,François Ruffin,Député LFI,images/thumbs/francois-ruffin.jpg,@Francois_Ruffin,False,False
26,celia.delavergne@assemblee-nationale.fr,Célia de Lavergne,Députée LREM,images/thumbs/celia-de-lavergne.jpg,@CdLavergne,False,False
57,isabelle.rauch@assemblee-nationale.fr,Isabelle Rauch,Députée LREM,images/thumbs/isabelle-rauch.jpg,@isabelle_rauch,False,False
81,contact@philippe-folliot.fr,Philippe Folliot,Député LREM,images/thumbs/philippe-folliot.jpg,@philippefolliot,True,False
08,depute-cordier@orange.fr,Pierre Cordier,Député LR,images/thumbs/pierre-cordier.jpg,@CORDIERPierre08,True,False
92,adrien.taquet@assemblee-nationale.fr,Adrien Taquet,Député LREM,images/thumbs/adrien-taquet.jpg,@AdrienTaquet,False,False
68,jeanluc.reitzer@wanadoo.fr,Jean-Luc Reitzer,Député LR,images/thumbs/jean-luc-reitzer.jpg,@JL_Reitzer,False,False
55,emilie.cariou@assemblee-nationale.fr,Émilie Cariou,Députée LREM,images/thumbs/emilie-cariou.jpg,@EmilieCariou,True,False
34,philippe.huppe@assemblee-nationale.fr,Philippe Huppé,Député LREM,images/thumbs/philippe-huppe.jpg,@PhilippeHuppe,False,False
83,jean-louis.masson@assemblee-nationale.fr,Jean-Louis Masson,Député LR,images/thumbs/jean-louis-masson.jpg,,False,False
75,Elise.Fajgeles@assemblee-nationale.fr,Élise Fajgeles,Députée LREM,images/thumbs/elise-fajgeles.jpg,@EliseFajgeles,False,False
95,,Antoine Savignat,Député ,images/thumbs/.jpg,,False,False
13,permanence.pierredharreville@gmail.com,Pierre Dharréville,Député GDR,images/thumbs/pierre-dharreville.jpg,@pdharreville,False,False
10,gmenuel-permanenceparlementaire@orange.fr,Gérard Menuel,Député LR,images/thumbs/gerard-menuel.jpg,,True,False
78,yael.braun-pivet@assemblee-nationale.fr,Yaël Braun-Pivet,Députée LREM,images/thumbs/yael-braun-pivet.jpg,@YaelBRAUNPIVET,False,False
91,franck.marlin@assemblee-nationale.fr,Franck Marlin,Député LR,images/thumbs/franck-marlin.jpg,@franckmarlin,False,False
974,nathalie.bassire@assemblee-nationale.fr,Nathalie Bassire,Députée LR,images/thumbs/nathalie-bassire.jpg,@NathalieBassire,False,False
13,bernard.deflesselles@assemblee-nationale.fr,Bernard Deflesselles,Député LR,images/thumbs/bernard-deflesselles.jpg,@BDeflesselles,False,False
67,contact@patrick-hetzel.fr,Patrick Hetzel,Député LR,images/thumbs/patrick-hetzel.jpg,@patrickhetzel,False,False
92,jacques.maire@assemblee-nationale.fr,Jacques Maire,Député LREM,images/thumbs/jacques-maire.jpg,@JMaireofficiel,False,False
999,samantha.cazebonne@assemblee-nationale.fr,Samantha Cazebonne,Députée LREM,images/thumbs/samantha-cazebonne.jpg,@scazebonne,False,False
13,said.ahamada@assemblee-nationale.fr,Saïd Ahamada,Député LREM,images/thumbs/said-ahamada.jpg,@saidahamada,False,False
974,huguette.bello@assemblee-nationale.fr,Huguette Bello,Députée GDR,images/thumbs/huguette-bello.jpg,@HuguetteBello,False,False
92,thierry.solere@gmail.com,Thierry Solère,Député LREM,images/thumbs/thierry-solere.jpg,@solere92,False,False
974,jean-hugues.ratenon@assemblee-nationale.fr,Jean-Hugues Ratenon,Député LFI,images/thumbs/jean-hugues-ratenon.jpg,@DeputeRatenon,False,False
59,christophe.dipompeo@assemblee-nationale.fr,Christophe Di Pompeo,Député LREM,images/thumbs/christophe-di-pompeo.jpg,@DipompeoChrist,False,False
37,daniel.labaronne@assemblee-nationale.fr,Daniel Labaronne,Député LREM,images/thumbs/daniel-labaronne.jpg,@LabaronneDaniel,True,False
76,xavier.batut@assemblee-nationale.fr,Xavier Batut,Député LREM,images/thumbs/xavier-batut.jpg,@XavierBatut,False,False
972,,Manuéla Kéclard-Mondésir,Députée GDR,images/thumbs/manuela-keclard-mondesir.jpg,,False,False
48,pierremorellozere@gmail.com,Pierre Morel-À-L'Huissier,Député UAI,images/thumbs/pierre-morel-a-l-huissier.jpg,@MORELPIERRE,True,False
62,brigitte.bourguignon@orange.fr,Brigitte Bourguignon,Députée LREM,images/thumbs/brigitte-bourguignon.jpg,@BrigBourguignon,False,False
60,maire@ville-chantilly.fr,Éric Woerth,Député LR,images/thumbs/eric-woerth.jpg,@ericwoerth,False,False
22,marc.lefur@assemblee-nationale.fr,Marc Le Fur,Député LR,images/thumbs/marc-le-fur.jpg,@marclefur,False,False
68,eric.straumann@assemblee-nationale.fr,Éric Straumann,Député LR,images/thumbs/eric-straumann.jpg,@ericstraumann,False,False
81,jean.terlier@assemblee-nationale.fr,Jean Terlier,Député LREM,images/thumbs/jean-terlier.jpg,@JeanTerlier,False,False
971,helene.vainqueur@assemblee-nationale.fr,Hélène Vainqueur-Christophe,Députée NG,images/thumbs/helene-vainqueur-christophe.jpg,@hvchristophe,False,False
89,a.villiers@wanadoo.fr,André Villiers,Député UAI,images/thumbs/andre-villiers.jpg,@AVilliers2017,False,False
34,jean-francois.eliaou@assemblee-nationale.fr,Jean-François Eliaou,Député LREM,images/thumbs/jean-francois-eliaou.jpg,@JFEliaou,False,False
76,jean-paul.lecoq@assemblee-nationale.fr,Jean-Paul Lecoq,Député GDR,images/thumbs/jean-paul-lecoq.jpg,,False,False
31,pierre.cabare@assemblee-nationale.fr,Pierre Cabaré,Député LREM,images/thumbs/pierre-cabare.jpg,@DeputeCabareP,False,False
77,jean-michel.fauvergue@assemblee-nationale.fr,Jean-Michel Fauvergue,Député LREM,images/thumbs/jean-michel-fauvergue.jpg,,False,False
40,lionel.causse@assemblee-nationale.fr,Lionel Causse,Député LREM,images/thumbs/lionel-causse.jpg,@DeputeCausse,False,False
60,maxime.minot@assemblee-nationale.fr,Maxime Minot,Député LR,images/thumbs/maxime-minot.jpg,@MaximeMinot,False,False
16,jerome.lambert@assemblee-nationale.fr,Jérôme Lambert,Député NG,images/thumbs/jerome-lambert.jpg,@jeromelambert16,False,False
67,laurent.furst@assemblee-nationale.fr,Laurent Furst,Député LR,images/thumbs/laurent-furst.jpg,,False,False
95,naima.moutchou@assemblee-nationale.fr,Naïma Moutchou,Députée LREM,images/thumbs/naima-moutchou.jpg,@NaimaMoutchou,False,False
95,dominique.dasilva@assemblee-nationale.fr,Dominique Da Silva,Député LREM,images/thumbs/dominique-da-silva.jpg,@DDasilva_LREM,False,False
62,pierre-henri.dumont@assemblee-nationale.fr,Pierre-Henri Dumont,Député LR,images/thumbs/pierre-henri-dumont.jpg,@phdumont,False,False
70,barbara.bessotballot@assemblee-nationale.fr,Barbara Bessot Ballot,Députée LREM,images/thumbs/barbara-bessot-ballot.jpg,@B_BessotBallot,False,False
42,depute@dinocinieri.fr,Dino Cinieri,Député LR,images/thumbs/dino-cinieri.jpg,@DinoCinieri,True,False
41,guillaume.peltier@assemblee-nationale.fr,Guillaume Peltier,Député LR,images/thumbs/guillaume-peltier.jpg,@G_Peltier,False,False
38,cendra.motin@assemblee-nationale.fr,Cendra Motin,Députée LREM,images/thumbs/cendra-motin.jpg,,False,False
01,stephane.trompille@assemblee-nationale.fr,Stéphane Trompille,Député LREM,images/thumbs/stephane-trompille.jpg,@S_Trompille,False,False
95,antoine.savignat@assemblee-nationale.fr,Antoine Savignat,Député LR,images/thumbs/antoine-savignat.jpg,,False,False
75,stanislas.guerini@en-marche.fr,Stanislas Guerini,Député LREM,images/thumbs/stanislas-guerini.jpg,@StanGuerini,False,False
94,frederic.descrozaille@assemblee-nationale.fr,Frédéric Descrozaille,Député LREM,images/thumbs/frederic-descrozaille.jpg,@fdescrozaille,False,False
47,olivier.damaisin@assemblee-nationale.fr,Olivier Damaisin,Député LREM,images/thumbs/olivier-damaisin.jpg,@olivierdam1,False,False
91,amelie.demontchalin@assemblee-nationale.fr,Amélie de Montchalin,Députée LREM,images/thumbs/amelie-de-montchalin.jpg,@ademontchalin,False,False
986,,Sylvain Brial,Député NI,images/thumbs/sylvain-brial.jpg,,False,False
10,valerie.bazin-malgras@assemblee-nationale.fr,Valérie Bazin-Malgras,Députée LR,images/thumbs/valerie-bazin-malgras.jpg,@vbazinmalgras,False,False
78,aurore.berge@assemblee-nationale.fr,Aurore Bergé,Députée LREM,images/thumbs/aurore-berge.jpg,@auroreberge,False,False
17,jean-philippe.ardouin@assemblee-nationale.fr,Jean-Philippe Ardouin,Député LREM,images/thumbs/jean-philippe-ardouin.jpg,,True,False
61,jerome.nury@assemblee-nationale.fr,Jérôme Nury,Député LR,images/thumbs/jerome-nury.jpg,@jeromenury,False,False
03,jean-paul.dufregne@assemblee-nationale.fr,Jean-Paul Dufrègne,Député GDR,images/thumbs/jean-paul-dufregne.jpg,@JP_Dufregne,False,False
07,permanence@olivierdussopt.fr,Olivier Dussopt,Député NG,images/thumbs/olivier-dussopt.jpg,@olivierdussopt,False,False
83,permanence.levy@orange.fr,Geneviève Levy,Députée LR,images/thumbs/genevieve-levy.jpg,@genevievelevy83,False,False
93,sabine.rubin@assemblee-nationale.fr,Sabine Rubin,Députée LFI,images/thumbs/sabine-rubin.jpg,@SabineRubinFI93,False,False
34,christophe.euzet@assemblee-nationale.fr,Christophe Euzet,Député LREM,images/thumbs/christophe-euzet.jpg,@ChristopheEuzet,False,False
87,marie-ange.magne@en-marche.fr,Marie-Ange Magne,Députée LREM,images/thumbs/marie-ange-magne.jpg,@MarieAngeMagne,False,False
62,bruno.bilde@assemblee-nationale.fr,Bruno Bilde,Député NI,images/thumbs/bruno-bilde.jpg,@BrunoBilde,False,False
28,guillaume.kasbarian@en-marche.fr,Guillaume Kasbarian,Député LREM,images/thumbs/guillaume-kasbarian.jpg,@guillaumekasba,False,False
71,raphael.gauvain@assemblee-nationale.fr,Raphaël Gauvain,Député LREM,images/thumbs/raphael-gauvain.jpg,@Gauvain_Raphael,True,False
40,genevieve.darrieussecq@assemblee-nationale.fr,Geneviève Darrieussecq,Députée MODEM,images/thumbs/genevieve-darrieussecq.jpg,@gdarrieussecq,False,False
76,sebastien.jumel@assemblee-nationale.fr,Sébastien Jumel,Député GDR,images/thumbs/sebastien-jumel.jpg,@sebastienjumel,False,False
39,jean-marie.sermier@assemblee-nationale.fr,Jean-Marie Sermier,Député LR,images/thumbs/jean-marie-sermier.jpg,@jmsermier,True,False
17,contact@didierquentin.com,Didier Quentin,Député LR,images/thumbs/didier-quentin.jpg,@didierquentin,False,False
67,sylvain.waserman@assemblee-nationale.fr,Sylvain Waserman,Député MODEM,images/thumbs/sylvain-waserman.jpg,@SylvainWaserman,False,False
50,philippe.gosselin@assemblee-nationale.fr,Philippe Gosselin,Député LR,images/thumbs/philippe-gosselin.jpg,@phgosselin,False,False
71,josiane.corneloup@assemblee-nationale.fr,Josiane Corneloup,Députée LR,images/thumbs/josiane-corneloup.jpg,,False,False
32,jean-rene.cazeneuve@assemblee-nationale.fr,Jean-René Cazeneuve,Député LREM,images/thumbs/jean-rene-cazeneuve.jpg,@jrcazeneuve,False,False
34,emmanuelle.menard@assemblee-nationale.fr,Emmanuelle Ménard,Députée NI,images/thumbs/emmanuelle-menard.jpg,@emenard34,False,False
15,vincent.descoeur@assemblee-nationale.fr,Vincent Descoeur,Député LR,images/thumbs/vincent-descoeur.jpg,@VincentDescoeur,True,False
09,michel.larive@assemblee-nationale.fr,Michel Larive,Député LFI,images/thumbs/michel-larive.jpg,@Michel_Larive,False,False
69,daniele.cazarian@assemblee-nationale.fr,Danièle Cazarian,Députée LREM,images/thumbs/daniele-cazarian.jpg,,False,False
60,olivier.dassault@assemblee-nationale.fr,Olivier Dassault,Député LR,images/thumbs/olivier-dassault.jpg,@ODassault,False,False
78,florence.granjus@assemblee-nationale.fr,Florence Granjus,Députée LREM,images/thumbs/florence-granjus.jpg,@fgranjus,False,False
88,jean-jacques.gaultier@assemblee-nationale.fr,Jean-Jacques Gaultier,Député LR,images/thumbs/jean-jacques-gaultier.jpg,@JJ_Gaultier,False,False
986,napole.polutele@assemblee-nationale.fr,Napole Polutele,Député UAI,images/thumbs/napole-polutele.jpg,,True,False
14,sebastien.leclerc@assemblee-nationale.fr,Sébastien Leclerc,Député LR,images/thumbs/sebastien-leclerc.jpg,@SebLeclerc14,False,False
76,damien.adam@assemblee-nationale.fr,Damien Adam,Député LREM,images/thumbs/damien-adam.jpg,@damienadam76,False,False
06,michele.tabarot@assemblee-nationale.fr,Michèle Tabarot,Députée LR,images/thumbs/michele-tabarot.jpg,@MTabarot,False,False
59,sebastien.chenu@assemblee-nationale.fr,Sébastien Chenu,Député NI,images/thumbs/sebastien-chenu.jpg,@sebchenu,False,False
78,marie.lebec@en-marche.fr,Marie Lebec,Députée LREM,images/thumbs/marie-lebec.jpg,@marielebec78,False,False
45,jean-pierre.door@assemblee-nationale.fr,Jean-Pierre Door,Député LR,images/thumbs/jean-pierre-door.jpg,@doorjean,False,False
51,aina.kuric@assemblee-nationale.fr,Aina Kuric,Députée LREM,images/thumbs/aina-kuric.jpg,@ainakuric,False,False
46,aurelien.pradie@assemblee-nationale.fr,Aurélien Pradié,Député LR,images/thumbs/aurelien-pradie.jpg,@AurelienPradie,True,False
86,sacha.houlie@assemblee-nationale.fr,Sacha Houlié,Député LREM,images/thumbs/sacha-houlie.jpg,@Sach_He,True,False
93,bastien.lachaud@assemblee-nationale.fr,Bastien Lachaud,Député LFI,images/thumbs/bastien-lachaud.jpg,@lachaudb,False,False
62,daniel.fasquelle@assemblee-nationale.fr,Daniel Fasquelle,Député LR,images/thumbs/daniel-fasquelle.jpg,@DFasquelle,False,False
50,stephane.travert@assemblee-nationale.fr,Stéphane Travert,Député LREM,images/thumbs/stephane-travert.jpg,@StTRAVERT,False,False
18,francois.cormier-bouligeon@assemblee-nationale.fr,François Cormier-Bouligeon,Député LREM,images/thumbs/francois-cormier-bouligeon.jpg,,False,False
73,vincent-rolland@wanadoo.fr,Vincent Rolland,Député LR,images/thumbs/vincent-rolland.jpg,@VRolland73,True,False
93,marie-george.buffet@wanadoo.fr,Marie-George Buffet,Députée GDR,images/thumbs/marie-george-buffet.jpg,,False,False
27,bruno.lemaire@assemblee-nationale.fr,Bruno Le Maire,Député LREM,images/thumbs/bruno-le-maire.jpg,@BrunoLeMaire,False,False
35,florian.bachelier@assemblee-nationale.fr,Florian Bachelier,Député LREM,images/thumbs/florian-bachelier.jpg,@F_BACHELIER,True,False
85,patricia.gallerneau@assemblee-nationale.fr,Patricia Gallerneau,Députée MODEM,images/thumbs/patricia-gallerneau.jpg,@PGallerneau,False,False
08,berengerepoletti08@wanadoo.fr,Bérengère Poletti,Députée LR,images/thumbs/berengere-poletti.jpg,@poletti_b,False,False
54,carole.grandjean@en-marche.fr,Carole Grandjean,Députée LREM,images/thumbs/carole-grandjean.jpg,@caroleem54,False,False
73,emilie.bonnivard@assemblee-nationale.fr,Émilie Bonnivard,Députée LR,images/thumbs/emilie-bonnivard.jpg,@BonnivardE,False,False
75,benjamin.griveaux@assemblee-nationale.fr,Benjamin Griveaux,Député LREM,images/thumbs/benjamin-griveaux.jpg,@BGriveaux,False,False
06,eric.ciotti@assemblee-nationale.fr,Éric Ciotti,Député LR,images/thumbs/eric-ciotti.jpg,@ECiotti,False,False
59,adrien.quatennens@assemblee-nationale.fr,Adrien Quatennens,Député LFI,images/thumbs/adrien-quatennens.jpg,@AQuatennens,False,False
62,jose.evrard@assemblee-nationale.fr,José Evrard,Député NI,images/thumbs/jose-evrard.jpg,,False,False
39,marie-christine.dalloz@assemblee-nationale.fr,Marie-Christine Dalloz,Députée LR,images/thumbs/marie-christine-dalloz.jpg,,False,False
973,gabriel.serville@assemblee-nationale.fr,Gabriel Serville,Député GDR,images/thumbs/gabriel-serville.jpg,@GabrielServille,True,False
75,laetitia.avia@assemblee-nationale.fr,Laetitia Avia,Députée LREM,images/thumbs/laetitia-avia.jpg,@LaetitiaAvia,False,False
66,louis.aliot@assemblee-nationale.fr,Louis Aliot,Député NI,images/thumbs/louis-aliot.jpg,@louis_aliot,False,False
71,benjamin.dirx@assemblee-nationale.fr,Benjamin Dirx,Député LREM,images/thumbs/benjamin-dirx.jpg,@BenjaminDirx,False,False
08,jean-luc.warsmann@assemblee-nationale.fr,Jean-Luc Warsmann,Député UAI,images/thumbs/jean-luc-warsmann.jpg,@warsmann,False,False
62,ludovic.pajot@assemblee-nationale.fr,Ludovic Pajot,Député NI,images/thumbs/ludovic-pajot.jpg,@ludovicpajot,False,False
35,mustapha.laabid@assemblee-nationale.fr,Mustapha Laabid,Député LREM,images/thumbs/mustapha-laabid.jpg,@mustapha_laabid,False,False
45,marianne.dubois@assemblee-nationale.fr,Marianne Dubois,Députée LR,images/thumbs/marianne-dubois.jpg,@DuboisMarianne,False,False
62,marine.lepen@assemblee-nationale.fr,Marine Le Pen,Députée NI,images/thumbs/marine-le-pen.jpg,@MLP_officiel,False,False
34,nicolas.demoulin@assemblee-nationale.fr,Nicolas Démoulin,Député LREM,images/thumbs/nicolas-demoulin.jpg,@demoulinem,False,False
74,depute@virginiedubymuller.fr,Virginie Duby-Muller,Députée LR,images/thumbs/virginie-duby-muller.jpg,@DubyMuller,True,False
59,charlotte.lecocq@assemblee-nationale.fr,Charlotte Lecocq,Députée LREM,images/thumbs/charlotte-lecocq.jpg,@lecocqcharlotte,False,False
59,contact@ugobernalicis.fr,Ugo Bernalicis,Député LFI,images/thumbs/ugo-bernalicis.jpg,@ugobernalicis,False,False
93,alexis.corbiere@assemblee-nationale.fr,Alexis Corbière,Député LFI,images/thumbs/alexis-corbiere.jpg,@alexiscorbiere,False,False
35,gilles.lurton@assemblee-nationale.fr,Gilles Lurton,Député LR,images/thumbs/gilles-lurton.jpg,@gilleslurton,False,False
999,roland.lescure@assemblee-nationale.fr,Roland Lescure,Député LREM,images/thumbs/roland-lescure.jpg,@rolandlescure,False,False
83,sereine.mauborgne@assemblee-nationale.fr,Sereine Mauborgne,Députée LREM,images/thumbs/sereine-mauborgne.jpg,@sereineenmarche,False,False
94,luc.carvounas@mairie-alfortville.fr,Luc Carvounas,Député NG,images/thumbs/luc-carvounas.jpg,@luccarvounas,False,False
43,jean-pierre.vigier@assemblee-nationale.fr,Jean-Pierre Vigier,Député LR,images/thumbs/jean-pierre-vigier.jpg,@j_pVigier,False,False
44,valerie.oppelt@assemblee-nationale.fr,Valérie Oppelt,Députée LREM,images/thumbs/valerie-oppelt.jpg,@valerie_oppelt,False,False
973,lenaick.adam@assemblee-nationale.fr,Lénaïck Adam,Député LREM,images/thumbs/lenaick-adam.jpg,@LenaickADAM,False,False
975,agirardin@assemblee-nationale.fr,Annick Girardin,Députée LREM,images/thumbs/annick-girardin.jpg,@AnnickGirardin,False,False
10,gregory.besson-moreau@assemblee-nationale.fr,Grégory Besson-Moreau,Député LREM,images/thumbs/gregory-besson-moreau.jpg,@GBessonMoreau,False,False
66,romain.grau@assemblee-nationale.fr,Romain Grau,Député LREM,images/thumbs/romain-grau.jpg,@RomainGrau,False,False
75,buon.tan@assemblee-nationale.fr,Buon Tan,Député LREM,images/thumbs/buon-tan.jpg,@BuonTAN,False,False
44,sophie.errante@assemblee-nationale.fr,Sophie Errante,Députée LREM,images/thumbs/sophie-errante.jpg,@SophieErrante,False,False
64,dhabib.jurancon@orange.fr,David Habib,Député NG,images/thumbs/david-habib.jpg,@DavidDhabib,False,False
33,sophie.mette@assemblee-nationale.fr,Sophie Mette,Députée MODEM,images/thumbs/sophie-mette.jpg,@SophieMette1,False,False
86,jacques.savatier@assemblee-nationale.fr,Jacques Savatier,Député LREM,images/thumbs/jacques-savatier.jpg,@JacquesSavatier,False,False
75,gilles.le.gendre@assemblee-nationale.fr,Gilles Le Gendre,Député LREM,images/thumbs/gilles-le-gendre.jpg,@GillesLeGendre,False,False
59,enmarche@brigitteliso.fr,Brigitte Liso,Députée LREM,images/thumbs/brigitte-liso.jpg,@brigitte_liso,False,False
94,mathilde.panot@assemblee-nationale.fr,Mathilde Panot,Députée LFI,images/thumbs/mathilde-panot.jpg,@mathildepanot,False,False
59,fabien.roussel@assemblee-nationale.fr,Fabien Roussel,Député GDR,images/thumbs/fabien-roussel.jpg,@Fabien_Rssl,False,False
95,francois.pupponi@assemblee-nationale.fr,François Pupponi,Député NG,images/thumbs/francois-pupponi.jpg,@fpupponi,False,False
75,marielle.desarnez@assemblee-nationale.fr,Marielle de Sarnez,Députée MODEM,images/thumbs/marielle-de-sarnez.jpg,@desarnez,False,False
88,gerard.cherpion@assemblee-nationale.fr,Gérard Cherpion,Député LR,images/thumbs/gerard-cherpion.jpg,@GerardCherpion,False,False
71,cecile.untermaier@assemblee-nationale.fr,Cécile Untermaier,Députée NG,images/thumbs/cecile-untermaier.jpg,@ceciluntermaier,False,False
26,,Mireille Clapot,Députée LREM,images/thumbs/mireille-clapot.jpg,,False,False
69,jl.touraine@laposte.net,Jean-Louis Touraine,Député LREM,images/thumbs/jean-louis-touraine.jpg,,False,False
82,,Sylvia Pinel,Députée NI,images/thumbs/sylvia-pinel.jpg,,False,False
66,,Laurence Gayte,Députée LREM,images/thumbs/laurence-gayte.jpg,,False,False
61,,Joaquim Pueyo,Député NG,images/thumbs/joaquim-pueyo.jpg,,False,False
84,,Jean-François Cesarini,Député LREM,images/thumbs/jean-francois-cesarini.jpg,,False,False
35,,Thierry Benoit,Député UDI,images/thumbs/thierry-benoit.jpg,,False,False
42,,Julien Borowczyk,Député LREM,images/thumbs/julien-borowczyk.jpg,,False,False
54,,Laurent Garcia,Député MODEM,images/thumbs/laurent-garcia.jpg,,False,False
33,,Éric Poulliat,Député LREM,images/thumbs/eric-poulliat.jpg,,False,False
76,,Stéphanie Kerbarh,Députée LREM,images/thumbs/stephanie-kerbarh.jpg,,False,False
17,,Olivier Falorni,Député NI,images/thumbs/olivier-falorni.jpg,,False,False
29,infos@richardferrand.fr,Richard Ferrand,Député LREM,images/thumbs/richard-ferrand.jpg,@RichardFerrand,False,False
92,,Jacques Marilossian,Député LREM,images/thumbs/jacques-marilossian.jpg,,False,False
59,,Valérie Petit,Députée LREM,images/thumbs/valerie-petit.jpg,,False,False
75,,George Pau-Langevin,Députée NG,images/thumbs/george-pau-langevin.jpg,,False,False
67,,Vincent Thiébaut,Député LREM,images/thumbs/vincent-thiebaut.jpg,,False,False
76,,Agnès Firmin Le Bodo,Députée UAI,images/thumbs/agnes-firmin-le-bodo.jpg,,False,False
72,,Damien Pichereau,Député LREM,images/thumbs/damien-pichereau.jpg,,False,False
13,,Jean-Marc Zulesi,Député LREM,images/thumbs/jean-marc-zulesi.jpg,,False,False
68,,Bruno Fuchs,Député MODEM,images/thumbs/bruno-fuchs.jpg,,False,False
89,,Michèle Crouzet,Députée LREM,images/thumbs/michele-crouzet.jpg,,False,False
30,,Olivier Gaillard,Député LREM,images/thumbs/olivier-gaillard.jpg,,False,False
94,jean-jacques.bridey@assemblee-nationale.fr,Jean-Jacques Bridey,Député LREM,images/thumbs/jean-jacques-bridey.jpg,@jjbridey94260,False,False
55,,Bertrand Pancher,Député UDI,images/thumbs/bertrand-pancher.jpg,,False,False
25,,Éric Alauzet,Député LREM,images/thumbs/eric-alauzet.jpg,,False,False
77,,Olivier Faure,Député NG,images/thumbs/olivier-faure.jpg,,False,False
93,,Stéphane Testé,Député LREM,images/thumbs/stephane-teste.jpg,,False,False
29,,Erwan Balanant,Député MODEM,images/thumbs/erwan-balanant.jpg,,False,False
11,,Alain Perea,Député LREM,images/thumbs/alain-perea.jpg,,False,False
68,,Olivier Becht,Député UAI,images/thumbs/olivier-becht.jpg,,False,False
44,,Mounir Belhamiti,Député LREM,images/thumbs/.jpg,,False,False
80,,Barbara Pompili,Députée LREM,images/thumbs/barbara-pompili.jpg,,False,False
56,,Gwendal Rouillard,Député LREM,images/thumbs/gwendal-rouillard.jpg,,False,False
59,catherine.osson@assemblee-nationale.fr,Catherine Osson,Députée LREM,images/thumbs/catherine-osson.jpg,@Ossoncatherine,False,False
37,,Sabine Thillaye,Députée LREM,images/thumbs/sabine-thillaye.jpg,,False,False
33,,Dominique David,Députée LREM,images/thumbs/dominique-david.jpg,,False,False
38,,Monique Limon,Députée LREM,images/thumbs/monique-limon.jpg,,False,False
59,,Guy Bricout,Député UAI,images/thumbs/guy-bricout.jpg,,False,False
13,,François-Michel Lambert,Député LREM,images/thumbs/francois-michel-lambert.jpg,,False,False
57,,Christophe Arend,Député LREM,images/thumbs/christophe-arend.jpg,,False,False
06,,Loïc Dombreval,Député LREM,images/thumbs/loic-dombreval.jpg,,False,False
14,,Laurence Dumont,Députée NG,images/thumbs/laurence-dumont.jpg,,False,False
92,,Frédérique Dumas,Députée LREM,images/thumbs/frederique-dumas.jpg,,False,False
62,,Bruno Duvergé,Député MODEM,images/thumbs/bruno-duverge.jpg,,False,False
75,anne-christine.lang@paris.fr,Anne-Christine Lang,Députée LREM,images/thumbs/anne-christine-lang.jpg,@AChristine_Lang,False,False
30,,Annie Chapelier,Députée LREM,images/thumbs/annie-chapelier.jpg,,False,False
03,,Laurence Vanceunebrock-Mialon,Députée LREM,images/thumbs/laurence-vanceunebrock-mialon.jpg,,False,False
81,,Marie-Christine Verdier-Jouclas,Députée LREM,images/thumbs/marie-christine-verdier-jouclas.jpg,,False,False
06,,Bernard Brochand,Député LR,images/thumbs/bernard-brochand.jpg,,False,False
999,,Pieyre-Alexandre Anglade,Député LREM,images/thumbs/pieyre-alexandre-anglade.jpg,,False,False
22,,Yannick Kerlogot,Député LREM,images/thumbs/yannick-kerlogot.jpg,,False,False
91,,Marie-Pierre Rixain,Députée LREM,images/thumbs/marie-pierre-rixain.jpg,,False,False
33,,Alain David,Député NG,images/thumbs/alain-david.jpg,,False,False
